user_query,expanded_query,classification,template,Expected_Depth,openai_final_answer,claude_final_answer,openai_retrieved_shlokas_count,openai_retrieved_shlokas_ids,claude_retrieved_shlokas_count,claude_retrieved_shlokas_ids
"Place these events in order: The mutilation of Ayomukhi, the death of Kabandha, meeting Shabari.","The correct order of events is: 

1. The death of Kabandha (Bala Kanda).
2. The mutilation of Ayomukhi (Aranya Kanda).
3. Meeting Shabari (Aranya Kanda).",Timeline sequencing,T1,Sequence: Ayomukhi -> Kabandha -> Shabari.,"The sequence of events is as follows: first, the mutilation of Ayomukhi preceded the death of Kabandha, followed by the meeting with Shabari.","The sequence of events is:
1. The mutilation of Ayomukhi
2. The death of Kabandha
3. Meeting Shabari",25,"bala-kanda-3-21, bala-kanda-3-35, bala-kanda-1-56, bala-kanda-14-33, bala-kanda-3-22, bala-kanda-3-19, bala-kanda-30-12, bala-kanda-55-21, bala-kanda-1-55, bala-kanda-3-24, bala-kanda-24-26, bala-kanda-24-25, aranya-kanda-1-6, aranya-kanda-25-41, yuddha-kanda-114-71, aranya-kanda-26-21, yuddha-kanda-114-72, aranya-kanda-1-7, aranya-kanda-26-20, bala-kanda-15-4, bala-kanda-2-27, bala-kanda-1-54, bala-kanda-3-26, bala-kanda-22-6, bala-kanda-15-23",25,"bala-kanda-3-21, bala-kanda-1-56, bala-kanda-14-33, yuddha-kanda-126-41, aranya-kanda-42-11, aranya-kanda-31-36, kishkindha-kanda-59-19, aranya-kanda-2-8, yuddha-kanda-114-113, yuddha-kanda-127-11, yuddha-kanda-127-14, ayodhya-kanda-52-102, yuddha-kanda-127-12, ayodhya-kanda-54-12, kishkindha-kanda-59-20, yuddha-kanda-127-15, yuddha-kanda-114-112, ayodhya-kanda-91-51, yuddha-kanda-47-7, ayodhya-kanda-92-21, yuddha-kanda-127-13, bala-kanda-3-22, bala-kanda-3-35, ayodhya-kanda-92-20, yuddha-kanda-114-71"
"How long did the Pandavas... sorry, how long did Rama stay at Chitrakoot before moving to Dandakaranya?","Rama stayed at Chitrakoot for a period of approximately eleven years before moving to Dandakaranya during his exile. Chitrakoot is significant as a place of solace and reflection for Rama, Sita, and Lakshmana.",Story chronology,T1,"Detail: While the exact duration isn't a single number, he stayed there briefly (some texts suggest a few months to a year) until the sages asked him to move due to Rakshasa disturbances and the arrival of crowds from Ayodhya.","The text does not state how long Rama stayed at Chitrakoot before moving to Dandakaranya. It is known that Rama, along with Sita and Lakshmana, eventually left Chitrakoot and proceeded to the Dandaka forest as part of his 14-year exile. The duration of the stay in Chitrakoot is not explicitly mentioned in the citations provided.","According to the Ramayana, Rama stayed at Chitrakuta for approximately fourteen years before moving to the Dandakaranya forest. The text states that ""Rama, resembling the gods, who had been living there for long developed a liking for the mountains and forests"" [Ayodhya Kanda 94.1-2]. Later, it is mentioned that ""Rama, clad in garments of bark, shall remain (in the forest) for fourteen years"" [Ayodhya Kanda 18.37].",30,"ayodhya-kanda-11-26, ayodhya-kanda-98-12, ayodhya-kanda-102-38, ayodhya-kanda-54-39, ayodhya-kanda-56-12, ayodhya-kanda-54-40, ayodhya-kanda-9-31, ayodhya-kanda-56-33, ayodhya-kanda-53-34, ayodhya-kanda-116-2, ayodhya-kanda-92-12, ayodhya-kanda-72-42, ayodhya-kanda-94-1, ayodhya-kanda-54-11, ayodhya-kanda-29-8, ayodhya-kanda-94-2, ayodhya-kanda-103-4, ayodhya-kanda-40-18, ayodhya-kanda-54-12, aranya-kanda-11-25, ayodhya-kanda-116-26, ayodhya-kanda-9-21, bala-kanda-1-40, aranya-kanda-11-26, ayodhya-kanda-25-23, ayodhya-kanda-99-4, ayodhya-kanda-18-37, ayodhya-kanda-60-12, kishkindha-kanda-27-29, ayodhya-kanda-90-22",30,"ayodhya-kanda-11-26, ayodhya-kanda-102-38, ayodhya-kanda-53-34, ayodhya-kanda-98-12, ayodhya-kanda-54-39, ayodhya-kanda-72-42, ayodhya-kanda-9-31, ayodhya-kanda-29-8, ayodhya-kanda-54-11, ayodhya-kanda-54-40, ayodhya-kanda-40-18, ayodhya-kanda-56-12, ayodhya-kanda-116-2, ayodhya-kanda-54-12, ayodhya-kanda-94-1, ayodhya-kanda-18-37, bala-kanda-1-40, ayodhya-kanda-9-21, ayodhya-kanda-25-23, ayodhya-kanda-56-33, bala-kanda-51-25, bala-kanda-51-23, bala-kanda-51-22, ayodhya-kanda-58-7, yuddha-kanda-122-22, ayodhya-kanda-94-2, bala-kanda-51-26, ayodhya-kanda-112-24, ayodhya-kanda-92-12, ayodhya-kanda-103-4"
Who died immediately after Rama left for the forest?,"King Dasharatha, Rama's father, died immediately after Rama left for the forest due to his overwhelming grief and sorrow over Rama's exile. Ayodhya Kanda.",Character actions,T1,Fact: King Dasharatha.,"King Dasaratha died immediately after Rama left for the forest. He was stricken by intense grief due to Rama’s exile. As described, King Dasaratha was anguished by the separation from his son, which led to his demise at midnight. His death created a tumult of agony within the palace, leaving the relatives in distress, as seen in the text.","According to the citations, immediately after Rama left for the forest, King Dasaratha died. The text states that ""Kaikeyi, happy to hear the words of the son of the Raghus as she was convinced that his departure (to the forest) was certain, hastened him (to set out)"" (Ayodhya Kanda 19.12). After Rama's departure, ""the king was dumbstruck for a while with his senses agitated. He did not speak to Kaikeyi"" (Ayodhya Kanda 12.51). The text further states that ""the magnanimous king was greatly afflicted to see the calamity on his son"" (Ayodhya Kanda 18.41), and that ""King Dasaratha has gone, leaving me to suffer"" (Ayodhya Kanda 81.5).",25,"ayodhya-kanda-64-79, ayodhya-kanda-57-24, ayodhya-kanda-72-29, ayodhya-kanda-115-3, ayodhya-kanda-19-27, ayodhya-kanda-73-6, ayodhya-kanda-33-29, ayodhya-kanda-79-2, ayodhya-kanda-12-88, ayodhya-kanda-73-7, ayodhya-kanda-42-24, ayodhya-kanda-42-23, ayodhya-kanda-65-28, ayodhya-kanda-34-16, ayodhya-kanda-86-17, ayodhya-kanda-33-30, ayodhya-kanda-65-27, ayodhya-kanda-57-20, ayodhya-kanda-39-41, ayodhya-kanda-72-51, ayodhya-kanda-59-38, ayodhya-kanda-25-43, ayodhya-kanda-35-35, ayodhya-kanda-34-2, ayodhya-kanda-101-9",25,"ayodhya-kanda-12-95, kishkindha-kanda-56-15, kishkindha-kanda-56-16, ayodhya-kanda-22-13, ayodhya-kanda-12-94, ayodhya-kanda-52-19, ayodhya-kanda-18-10, ayodhya-kanda-66-22, ayodhya-kanda-36-13, ayodhya-kanda-66-19, ayodhya-kanda-19-12, ayodhya-kanda-12-1, ayodhya-kanda-81-5, ayodhya-kanda-24-11, ayodhya-kanda-53-7, ayodhya-kanda-74-2, ayodhya-kanda-18-27, ayodhya-kanda-12-51, ayodhya-kanda-59-35, ayodhya-kanda-12-3, ayodhya-kanda-42-21, ayodhya-kanda-48-24, ayodhya-kanda-12-4, ayodhya-kanda-18-41, yuddha-kanda-122-15"
Did Hanuman burn Lanka before or after meeting Vibhishana?,"Hanuman burned Lanka after meeting Vibhishana, who is Ravana's brother and a key ally of Rama. Vibhishana advised Hanuman on the layout of Lanka and urged him to demonstrate Rama's power.",Timeline sequencing,T1,"Sequence Check: Before. He met Vibhishana later during the war council (in Valmiki, Hanuman does not have a long meeting with Vibhishana *inside* Lanka during Sundara Kanda like in other versions).","Hanuman met Vibhishana before he burned Lanka. In Yuddha Kanda 116.1, it is stated that Hanuman was commanded and offered prayers to Vibhishana before entering Lanka. The burning of Lanka occurred later, as per Sundara Kanda 54.30, where it describes Hanuman burning the city of Lanka.","According to the citations, Hanuman burned Lanka before meeting Vibhishana. The Sundara Kanda states that Hanuman burnt the entire city of Lanka, including the residences of Indrajit, Jambumali, and Sumali (5.54.11), and that the city appeared cursed and destroyed by the flames (5.54.41). Only after this did Hanuman enter Lanka, as described in 6.116.1.",25,"yuddha-kanda-116-1, sundara-kanda-54-30, sundara-kanda-55-1, sundara-kanda-3-2, sundara-kanda-3-1, yuddha-kanda-6-16, yuddha-kanda-114-10, sundara-kanda-54-42, sundara-kanda-54-6, sundara-kanda-54-41, sundara-kanda-3-4, sundara-kanda-3-3, sundara-kanda-3-6, sundara-kanda-54-31, yuddha-kanda-41-33, sundara-kanda-3-7, sundara-kanda-3-5, sundara-kanda-54-47, bala-kanda-1-76, sundara-kanda-6-14, sundara-kanda-43-6, bala-kanda-1-77, yuddha-kanda-115-10, sundara-kanda-2-5, sundara-kanda-54-11",25,"sundara-kanda-55-1, sundara-kanda-54-30, sundara-kanda-54-42, yuddha-kanda-116-1, sundara-kanda-3-2, sundara-kanda-3-1, sundara-kanda-54-11, sundara-kanda-54-6, sundara-kanda-54-31, sundara-kanda-54-47, yuddha-kanda-114-10, sundara-kanda-54-41, sundara-kanda-43-6, sundara-kanda-34-39, sundara-kanda-3-4, sundara-kanda-3-6, sundara-kanda-3-3, yuddha-kanda-6-3, sundara-kanda-3-7, sundara-kanda-3-5, sundara-kanda-2-1, sundara-kanda-2-20, sundara-kanda-53-44, sundara-kanda-4-2, sundara-kanda-55-2"
"When did Indrajit use the Brahmastra? Was it the first, second, or third encounter?","Indrajit, also known as Meghanada, used the Brahmastra during his second encounter with Rama and Lakshmana in the battle of Lanka. This powerful weapon was invoked to defeat them.",Timeline sequencing,T1,"Detail: In Valmiki, the major use of Brahmastra by Indrajit effectively knocked out the army, requiring the herbal remedy.","Indrajit used the Brahmastra against the son of the Windgod, Hanuman, during his encounter in Sundara Kanda. This was the first recorded use of Brahmastra by Indrajit as per the citations provided.","Indrajit used the Brahmastra during his encounter with Hanuman, as he was a 'knower of the secrets of all missiles' and used it to capture Hanuman, realizing that he could not be killed. This event is detailed in Sundara Kanda, where Indrajit acknowledges Hanuman's immunity and employs the Brahmastra to bind him. The use of Brahmastra by Indrajit is also mentioned as a powerful weapon known to incapacitate even the Devatas.",25,"sundara-kanda-48-37, yuddha-kanda-80-24, sundara-kanda-59-10, yuddha-kanda-48-16, yuddha-kanda-67-161, yuddha-kanda-73-36, yuddha-kanda-73-53, yuddha-kanda-91-66, yuddha-kanda-73-52, yuddha-kanda-88-4, yuddha-kanda-85-18, yuddha-kanda-91-59, yuddha-kanda-19-13, yuddha-kanda-85-34, sundara-kanda-58-127, yuddha-kanda-45-7, yuddha-kanda-101-2, yuddha-kanda-91-18, yuddha-kanda-73-34, yuddha-kanda-88-32, yuddha-kanda-91-47, yuddha-kanda-67-169, yuddha-kanda-101-30, yuddha-kanda-81-4, sundara-kanda-48-49",25,"sundara-kanda-48-37, yuddha-kanda-80-24, sundara-kanda-59-10, yuddha-kanda-91-66, yuddha-kanda-48-16, yuddha-kanda-73-36, yuddha-kanda-67-169, yuddha-kanda-67-161, yuddha-kanda-91-59, yuddha-kanda-91-47, yuddha-kanda-73-53, yuddha-kanda-19-13, yuddha-kanda-85-18, sundara-kanda-58-128, yuddha-kanda-81-4, yuddha-kanda-73-52, yuddha-kanda-88-32, yuddha-kanda-73-70, yuddha-kanda-85-34, yuddha-kanda-71-104, sundara-kanda-58-127, sundara-kanda-48-49, yuddha-kanda-74-4, yuddha-kanda-101-2, yuddha-kanda-103-16"
What contest did Rama win to marry Sita?,"Rama won the contest of breaking the bow (Shiva Dhanush) to marry Sita. This event took place during Sita's swayamvara, where many princes attempted to lift and string the bow, but only Rama succeeded.",Character actions,T1,Event: Stringing/breaking the bow of Shiva.,"Rama won the contest to marry Sita by lifting, stringing, and breaking a great bow. Janaka declared that whoever could lift and string the divine bow would marry his daughter Sita. In front of thousands of people, Rama effortlessly strung the bow and broke it with a mighty twang, thus winning the contest and the hand of Sita.","According to the text, Rama won Sita's hand in marriage by breaking the great bow of Siva. King Janaka had announced that he would give his daughter Sita in marriage to whomever could string and bend the divine bow. Many kings and princes tried but could not even lift the bow, let alone string it. When the bow was brought before Rama, he easily strung and broke the bow in the presence of many onlookers. This feat secured Rama's marriage to Sita.",25,"bala-kanda-66-26, ayodhya-kanda-118-48, ayodhya-kanda-118-47, bala-kanda-67-17, bala-kanda-67-16, bala-kanda-75-1, bala-kanda-3-11, bala-kanda-67-1, ayodhya-kanda-52-11, ayodhya-kanda-118-46, sundara-kanda-58-100, yuddha-kanda-75-37, bala-kanda-67-13, bala-kanda-77-1, bala-kanda-67-6, ayodhya-kanda-118-24, bala-kanda-67-12, bala-kanda-75-21, kishkindha-kanda-12-2, yuddha-kanda-67-161, yuddha-kanda-59-32, ayodhya-kanda-119-12, bala-kanda-31-13, yuddha-kanda-22-5, bala-kanda-1-42",25,"bala-kanda-66-26, ayodhya-kanda-118-48, ayodhya-kanda-118-47, bala-kanda-67-17, bala-kanda-67-16, bala-kanda-67-1, bala-kanda-3-11, ayodhya-kanda-52-11, bala-kanda-75-1, sundara-kanda-58-100, bala-kanda-67-3, ayodhya-kanda-118-46, bala-kanda-67-13, bala-kanda-67-12, bala-kanda-77-1, ayodhya-kanda-118-24, yuddha-kanda-75-37, kishkindha-kanda-12-2, bala-kanda-66-18, bala-kanda-67-6, bala-kanda-71-17, bala-kanda-75-21, ayodhya-kanda-119-12, ayodhya-kanda-118-40, yuddha-kanda-100-15"
What happened to the demigod Kakasura (the crow)?,"Kakasura, the demigod in the form of a crow, attempted to abduct Sita, leading to his confrontation with Lord Rama. Rama shot him down with an arrow, and Kakasura was ultimately granted a boon, allowing him to regain his form and live peacefully.",Minor episodes,T1,Event: Rama fired a reed (ishika) invoked with Brahmastra; the crow lost an eye but was spared.,"Kakasura, the crow, initially attacked and clawed at Sita repeatedly. However, when seeking refuge and falling at Rama's feet, even though it deserved to be killed, Rama spared Kakasura out of compassion.","The demigod crow named Kakasura was attacked and injured by Rama, despite seeking refuge with him. The text states that when the crow came back to attack Sita again after she awoke from sleeping in Rama's lap, ""Rama, who is a savior of those who seek refuge, saved him out of compassion, even though he deserved to be killed."" Later, when the exhausted Jatayu fought Ravana to try to save Sita, Ravana clipped Jatayu's wings and took Sita away. The text does not provide any further details about what happened to Kakasura after the incident with Rama.",15,"sundara-kanda-38-34, yuddha-kanda-112-13, sundara-kanda-38-22, yuddha-kanda-129-52, ayodhya-kanda-99-26, ayodhya-kanda-99-27, ayodhya-kanda-99-28, sundara-kanda-26-3, sundara-kanda-67-15, sundara-kanda-3-49, kishkindha-kanda-57-18, yuddha-kanda-101-10, yuddha-kanda-110-8, yuddha-kanda-71-4, yuddha-kanda-129-51",15,"sundara-kanda-38-22, yuddha-kanda-112-13, sundara-kanda-38-34, aranya-kanda-51-23, ayodhya-kanda-99-28, ayodhya-kanda-99-27, ayodhya-kanda-99-26, aranya-kanda-67-20, sundara-kanda-67-15, sundara-kanda-3-49, aranya-kanda-47-26, sundara-kanda-38-23, sundara-kanda-30-22, aranya-kanda-67-19, aranya-kanda-51-22"
Describe the death of Atikaya.,"Atikaya is the son of Ravana, known for his immense strength and valor. He was killed by Lakshmana, Rama's brother, during the battle in the Lanka war. Lakshmana used the powerful arrow given by Agastya to pierce Atikaya's heart, leading to his demise.",War & battle episodes,T1,Event: Lakshmana killed him using the Brahmastra after Vayu whispered into Lakshmana's ear that Atikaya's armor was impenetrable by ordinary means.,"Atikaya, described as a formidable warrior and the son of Ravana, engaged in battle demonstrating immense strength. Despite being capable of repelling the thunderbolt of Indra and the noose of Varuna, Atikaya faced Lakshmana on the battlefield. Lakshmana, with great skill and determination, used a glowing arrow imbued with divine energy. This arrow, compared to the staff of the god of death, pierced through Atikaya's defenses. Ultimately, Lakshmana's arrow, glowing like fire, severed Atikaya's crowned head, bringing it down to the ground with great force, likened to the fall of a peak of the Himalayas.","Atikaya was the mighty and courageous son of Ravana, known for his prowess in battle. He was able to withstand the weapons of Indra and Varuna. During the war between Rama's forces and Ravana's armies, Atikaya confronted Rama and Lakshmana. Lakshmana, with the assistance of Vibhishana, ultimately defeated and killed Atikaya in battle. Rama had previously killed Kumbhakarna, another powerful son of Ravana, while Lakshmana had slain Ravana's son Indrajit.",35,"yuddha-kanda-80-33, yuddha-kanda-71-92, yuddha-kanda-71-108, yuddha-kanda-71-86, yuddha-kanda-71-35, yuddha-kanda-71-34, yuddha-kanda-71-66, yuddha-kanda-94-5, aranya-kanda-3-16, yuddha-kanda-45-5, yuddha-kanda-71-110, yuddha-kanda-71-72, yuddha-kanda-71-111, kishkindha-kanda-31-5, ayodhya-kanda-87-23, yuddha-kanda-101-44, yuddha-kanda-101-36, kishkindha-kanda-15-18, aranya-kanda-51-42, yuddha-kanda-80-30, yuddha-kanda-93-2, yuddha-kanda-95-21, yuddha-kanda-72-1, yuddha-kanda-91-8, yuddha-kanda-101-33, yuddha-kanda-46-14, aranya-kanda-25-20, aranya-kanda-22-12, yuddha-kanda-101-25, yuddha-kanda-71-94, yuddha-kanda-91-34, yuddha-kanda-93-54, yuddha-kanda-129-50, aranya-kanda-38-19, aranya-kanda-32-11",35,"yuddha-kanda-80-33, kishkindha-kanda-31-5, kishkindha-kanda-11-68, yuddha-kanda-71-34, yuddha-kanda-71-35, yuddha-kanda-45-5, aranya-kanda-32-11, aranya-kanda-51-42, yuddha-kanda-93-2, ayodhya-kanda-87-23, yuddha-kanda-95-17, kishkindha-kanda-15-18, aranya-kanda-68-32, aranya-kanda-22-12, yuddha-kanda-101-44, yuddha-kanda-95-21, aranya-kanda-47-18, yuddha-kanda-129-50, bala-kanda-26-23, yuddha-kanda-93-54, yuddha-kanda-14-16, yuddha-kanda-101-33, aranya-kanda-31-21, yuddha-kanda-91-8, kishkindha-kanda-19-12, aranya-kanda-4-12, yuddha-kanda-94-5, aranya-kanda-31-40, ayodhya-kanda-51-19, aranya-kanda-47-25, bala-kanda-45-39, yuddha-kanda-48-17, yuddha-kanda-91-34, ayodhya-kanda-52-102, yuddha-kanda-101-36"
Who was Viradha?,"Viradha is a demon who captures Sita in the forest and later confronts Rama and Lakshmana. He is ultimately defeated by Rama, who frees him from a curse, allowing him to attain liberation.",Character identity,T1,Fact: A demon Rama and Lakshmana buried alive in the forest (as he could not be killed by weapons).,"Viradha was a fearsome demon who lived in the Dandaka forest. He was slain by Rama in a battle, similar to how Indra killed Sambara. Viradha is described as a 'bull among demons' and had a fearsome valour. His death exemplified Rama's heroism and power in protecting his kin and allies.","According to the Ramayana text, Viradha was a powerful demon (rakshasa) who was killed by Rama in the Dandaka forest. The texts state that Viradha was ""a bull among demons"" who was slain by Rama in a fight in the Dandaka forest (Sundara Kanda 16.8). Viradha had abducted and imprisoned some sages, and Rama and Lakshmana killed him to rescue them (Aranya Kanda 4.4).",15,"sundara-kanda-40-6, sundara-kanda-68-13, sundara-kanda-18-4, sundara-kanda-40-16, sundara-kanda-22-46, sundara-kanda-3-49, sundara-kanda-16-8, sundara-kanda-13-57, aranya-kanda-4-4, sundara-kanda-26-16, sundara-kanda-26-3, aranya-kanda-72-26, sundara-kanda-38-53, yuddha-kanda-81-6, sundara-kanda-26-22",15,"sundara-kanda-26-16, aranya-kanda-52-11, aranya-kanda-52-12, sundara-kanda-40-6, sundara-kanda-3-49, sundara-kanda-40-16, aranya-kanda-4-4, sundara-kanda-22-46, sundara-kanda-18-4, sundara-kanda-68-13, yuddha-kanda-81-6, sundara-kanda-13-57, sundara-kanda-16-8, sundara-kanda-59-3, sundara-kanda-19-2"
What is the story of the Vedashruti river crossing?,"The Vedashruti river crossing refers to the episode in the Ramayana where Lord Rama and his allies, including Hanuman and Sugriva, cross the Vedashruti river during their quest to rescue Sita from Ravana. This crossing symbolizes the challenges faced by Rama and the unity of his allies.",Minor episodes,T1,Detail: One of the rivers Rama crosses early in the journey from Ayodhya.,"The story of the Vedashruti river crossing involves Rama and Lakshmana accompanied by sages making their way to cross the river. In Bala Kanda, Sarga 45, Verse 8, arrangements were made for their crossing in response to Rama's words. This event is part of a larger narrative as they travel with Vishwamitra. Although additional details could be part of this journey, the text in this reference focuses mainly on the preparations and execution of the crossing facilitated by the sage and his entourage.","The Ramayana contains multiple references to significant river and ocean crossings, indicating the challenges the characters faced. In Yuddha Kanda, there are discussions about strategies to cross the ocean with the Vanara army, involving Hanuman, Sugriva, and Vibheeshana (Yuddha Kanda 19.28, 19.29). Hanuman notably crossed the ocean effortlessly to reach Lanka and see Sita, demonstrating his extraordinary abilities (Sundara Kanda 35.70, 56.34). The difficulty of crossing the ocean is further emphasized by the need for a strategic approach by Rama and the Vanara army (Yuddha Kanda 33.16, 22.28), leading to conversations about how to make this impassable journey possible (Sundara Kanda 68.8).",15,"yuddha-kanda-19-29, yuddha-kanda-33-16, yuddha-kanda-22-28, ayodhya-kanda-92-13, kishkindha-kanda-3-1, sundara-kanda-36-40, yuddha-kanda-34-22, ayodhya-kanda-50-25, bala-kanda-3-33, ayodhya-kanda-50-26, sundara-kanda-35-70, bala-kanda-45-8, ayodhya-kanda-55-5, yuddha-kanda-33-19, sundara-kanda-54-18",15,"yuddha-kanda-19-29, bala-kanda-3-24, kishkindha-kanda-3-1, yuddha-kanda-34-22, sundara-kanda-35-70, yuddha-kanda-33-16, bala-kanda-3-33, yuddha-kanda-19-28, sundara-kanda-56-34, yuddha-kanda-33-19, kishkindha-kanda-40-33, bala-kanda-45-8, ayodhya-kanda-50-25, yuddha-kanda-22-28, sundara-kanda-68-8"
Recount the episode of the female ascetic Svayamprabha.,Svayamprabha is a female ascetic who resides in a hermitage in the forest. She aids Rama and his companions by providing them shelter and food during their exile. Her character exemplifies devotion and hospitality in the Valmiki Ramayana.,Minor episodes,T1,Episode: She guarded the golden cave (Rikshabila) created by Maya Danava and helped the Vanaras exit it to reach the southern ocean.,The text does not state this.,"The episode of the female ascetic Svayamprabha is not explicitly detailed in the provided text. The references only mention Sabari, another female ascetic, who performs religious duties and is proficient in austerities, suggesting there might be a connection or overlap in similar themes regarding ascetic figures in the narrative.",15,"ayodhya-kanda-24-38, sundara-kanda-14-45, ayodhya-kanda-81-7, ayodhya-kanda-54-32, ayodhya-kanda-116-26, ayodhya-kanda-88-30, sundara-kanda-16-22, sundara-kanda-24-25, ayodhya-kanda-48-19, ayodhya-kanda-12-24, bala-kanda-1-43, sundara-kanda-14-47, kishkindha-kanda-5-4, ayodhya-kanda-53-34, bala-kanda-29-25",15,"ayodhya-kanda-24-38, ayodhya-kanda-48-19, sundara-kanda-14-45, sundara-kanda-31-15, ayodhya-kanda-81-7, ayodhya-kanda-37-35, sundara-kanda-24-25, ayodhya-kanda-88-30, bala-kanda-1-56, sundara-kanda-16-22, aranya-kanda-74-10, sundara-kanda-33-13, ayodhya-kanda-54-11, bala-kanda-1-43, ayodhya-kanda-116-26"
Why was Dasharatha cursed by the blind parents?,"Dasharatha, the king of Ayodhya, was cursed by the blind parents, Shabala and his wife, because he accidentally killed their son, a young boy, while hunting. This incident led to significant consequences in the Ramayana.",Consequences of actions,T1,"Cause: He accidentally shot their son, Shravan Kumar (or the sage-boy), mistaking him for an elephant drinking water.",The text does not state why Dasharatha was cursed by the blind parents. The retrieved citations do not provide information about this event or any consequences related to it.,"Dasharatha was cursed by the blind couple because he mistakenly killed their only son, thinking he was an animal near the river. The text states this resulted in deep sorrow and grief for the parents, leading them to curse Dasharatha before their death (Ayodhya Kanda 64.13, 64.53). The curse was that Dasharatha would also experience the pain of separation from his own sons due to his unintended actions.",20,"ayodhya-kanda-8-39, ayodhya-kanda-36-26, ayodhya-kanda-52-102, ayodhya-kanda-64-79, ayodhya-kanda-73-3, ayodhya-kanda-18-32, ayodhya-kanda-96-24, ayodhya-kanda-74-3, ayodhya-kanda-45-11, ayodhya-kanda-20-5, bala-kanda-5-22, ayodhya-kanda-73-7, ayodhya-kanda-12-83, ayodhya-kanda-42-2, ayodhya-kanda-2-54, ayodhya-kanda-19-27, ayodhya-kanda-18-41, ayodhya-kanda-72-29, bala-kanda-5-21, ayodhya-kanda-82-12",20,"ayodhya-kanda-74-24, ayodhya-kanda-74-23, ayodhya-kanda-64-79, ayodhya-kanda-57-24, ayodhya-kanda-20-30, ayodhya-kanda-8-39, ayodhya-kanda-12-83, ayodhya-kanda-40-42, ayodhya-kanda-42-2, ayodhya-kanda-36-24, ayodhya-kanda-64-13, ayodhya-kanda-52-102, ayodhya-kanda-36-26, ayodhya-kanda-18-32, yuddha-kanda-129-32, bala-kanda-14-42, ayodhya-kanda-64-53, yuddha-kanda-129-33, ayodhya-kanda-19-27, yuddha-kanda-59-131"
